,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Area (km2),Population,Population Density,Increasing
321,2020-03-29,DKI Jakarta,52,10,0,42,331,89,78,164,664,10846145,16334.31,1
323,2020-03-29,Kepulauan Riau,0,0,0,0,2,1,2,-1,8202,1929400,235.24,0
324,2020-03-29,Lampung,0,0,0,0,3,1,0,2,34624,9095591,262.7,0
325,2020-03-29,Sumatera Selatan,0,0,0,0,2,2,1,-1,91592,8217551,89.72,0
326,2020-03-29,Sulawesi Selatan,15,0,0,15,47,1,1,45,46717,9426885,201.78,1
327,2020-03-29,Bali,1,0,0,1,3,2,3,-2,5780,4216171,729.43,0
328,2020-03-29,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
329,2020-03-29,Jawa Tengah,11,3,0,8,86,19,20,47,32801,36364072,1108.64,0
330,2020-03-29,Kalimantan Tengah,0,0,0,0,3,1,39,-37,153565,2570289,16.74,0
331,2020-03-29,Jambi,0,0,0,0,1,0,0,1,50058,3493357,69.79,0
332,2020-03-29,Sulawesi Tenggara,0,0,0,0,3,0,0,3,38068,2635461,69.23,0
333,2020-03-29,Kalimantan Timur,0,0,0,0,13,0,2,11,129067,3552191,27.52,0
334,2020-03-29,Riau,1,0,0,1,3,0,3,0,87024,6074100,69.8,0
335,2020-03-29,Banten,2,2,2,-2,43,25,143,-125,9663,10722374,1109.64,0
336,2020-03-29,Jawa Barat,27,3,3,21,133,27,25,81,35378,45161325,1276.55,1
337,2020-03-29,Kalimantan Utara,0,0,0,0,2,0,0,2,75468,648407,8.59,0
338,2020-03-29,Kalimantan Barat,7,0,2,5,7,2,5,0,147307,5422814,36.81,0
339,2020-03-29,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,2,0,3133,3631015,1158.9,0
340,2020-03-29,Jawa Timur,12,1,28,-17,109,41,246,-178,47803,40479023,846.78,0
341,2020-03-29,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
342,2020-03-29,Sulawesi Utara,0,0,0,0,1,0,1,0,13892,2641884,190.17,0
343,2020-03-29,Sumatera Barat,0,0,0,0,5,0,1,4,42013,5519245,131.37,0
344,2020-03-29,Sulawesi Barat,0,0,0,0,1,0,0,1,16787,1559984,92.93,0
345,2020-03-29,Sumatera Utara,0,0,0,0,1,2,0,-1,72981,14874889,203.82,0
346,2020-03-30,Papua,0,0,0,0,8,1,1,6,319036,4340348,13.6,0
347,2020-03-30,Daerah Istimewa Yogyakarta,2,0,1,1,6,2,3,1,3133,3631015,1158.9,0
348,2020-03-30,Sulawesi Utara,0,0,0,0,1,0,1,0,13892,2641884,190.17,0
349,2020-03-30,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
350,2020-03-30,Kepulauan Riau,2,2,0,0,4,3,2,-1,8202,1929400,235.24,0
351,2020-03-30,Maluku,0,0,0,0,1,0,0,1,46914,1847097,39.37,0
352,2020-03-30,Sulawesi Tengah,0,0,0,0,2,0,0,2,61841,2955567,47.79,0
353,2020-03-30,Lampung,4,1,0,3,7,2,0,5,34624,9095591,262.7,0
354,2020-03-30,Sulawesi Barat,0,0,0,0,1,0,0,1,16787,1559984,92.93,0
355,2020-03-30,Bali,9,0,0,9,12,2,3,7,5780,4216171,729.43,1
356,2020-03-30,Jawa Timur,7,2,0,5,116,43,246,-173,47803,40479023,846.78,0
357,2020-03-30,Kalimantan Utara,0,0,0,0,2,0,0,2,75468,648407,8.59,0
358,2020-03-30,Sumatera Selatan,0,0,0,0,2,2,1,-1,91592,8217551,89.72,0
359,2020-03-30,Jawa Barat,19,3,5,11,152,30,30,92,35378,45161325,1276.55,0
360,2020-03-30,Sulawesi Selatan,4,2,0,2,51,3,1,47,46717,9426885,201.78,0
361,2020-03-30,Banten,22,0,3,19,65,25,146,-106,9663,10722374,1109.64,1
362,2020-03-30,DKI Jakarta,33,7,0,26,364,96,78,190,664,10846145,16334.31,0
363,2020-03-30,Jawa Tengah,17,1,1,15,103,20,21,62,32801,36364072,1108.64,1
364,2020-03-30,Riau,1,0,0,1,4,0,3,1,87024,6074100,69.8,1
365,2020-03-30,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
366,2020-03-30,Sulawesi Tenggara,0,0,0,0,3,0,0,3,38068,2635461,69.23,0
367,2020-03-30,Kepulauan Bangka Belitung,1,0,0,1,1,0,0,1,16424,1379767,84.01,0
368,2020-03-30,Jambi,1,0,0,1,2,0,0,2,50058,3493357,69.79,0
369,2020-03-30,Kalimantan Selatan,5,0,0,5,5,0,0,5,38744,4023049,103.84,0
370,2020-03-30,Sumatera Barat,3,0,0,3,8,0,1,7,42013,5519245,131.37,0
371,2020-03-30,Maluku Utara,0,0,0,0,1,0,2,-1,31983,1307803,40.89,0
372,2020-03-30,Kalimantan Tengah,0,0,0,0,3,1,39,-37,153565,2570289,16.74,0
373,2020-03-30,Kalimantan Barat,1,0,0,1,8,2,5,1,147307,5422814,36.81,0
375,2020-03-30,Sumatera Utara,6,0,0,6,7,2,0,5,72981,14874889,203.82,0
376,2020-03-30,Kalimantan Timur,0,0,0,0,13,0,2,11,129067,3552191,27.52,0
377,2020-03-31,Kalimantan Selatan,2,0,0,2,7,0,0,7,38744,4023049,103.84,0
378,2020-03-31,Sulawesi Tenggara,0,0,0,0,3,0,0,3,38068,2635461,69.23,0
379,2020-03-31,Kalimantan Utara,0,0,0,0,2,0,0,2,75468,648407,8.59,0
380,2020-03-31,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
381,2020-03-31,Kalimantan Tengah,4,0,2,2,7,1,41,-35,153565,2570289,16.74,0
382,2020-03-31,Riau,0,0,0,0,4,0,3,1,87024,6074100,69.8,0
383,2020-03-31,Jambi,0,0,0,0,2,0,0,2,50058,3493357,69.79,0
384,2020-03-31,Nusa Tenggara Barat,2,0,0,2,2,0,0,2,18572,5270247,283.77,0
385,2020-03-31,Jawa Tengah,15,2,0,13,118,22,21,75,32801,36364072,1108.64,0
386,2020-03-31,Maluku,0,0,0,0,1,0,0,1,46914,1847097,39.37,0
387,2020-03-31,Jawa Timur,1,0,0,1,117,43,246,-172,47803,40479023,846.78,0
388,2020-03-31,Sumatera Barat,0,0,0,0,8,0,1,7,42013,5519245,131.37,0
389,2020-03-31,Sulawesi Selatan,0,1,0,-1,51,4,1,46,46717,9426885,201.78,0
390,2020-03-31,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
391,2020-03-31,Maluku Utara,0,0,0,0,1,0,2,-1,31983,1307803,40.89,0
392,2020-03-31,Kepulauan Bangka Belitung,1,1,0,0,2,1,0,1,16424,1379767,84.01,1
393,2020-03-31,Kalimantan Barat,0,0,0,0,8,2,5,1,147307,5422814,36.81,0
394,2020-03-31,Bali,0,0,1,-1,12,2,4,6,5780,4216171,729.43,0
395,2020-03-31,Sulawesi Tengah,0,0,0,0,2,0,0,2,61841,2955567,47.79,0
396,2020-03-31,Lampung,0,1,0,-1,7,3,0,4,34624,9095591,262.7,0
397,2020-03-31,Banten,14,2,1,11,79,27,147,-95,9663,10722374,1109.64,0
398,2020-03-31,Papua,1,0,1,0,9,1,2,6,319036,4340348,13.6,0
400,2020-03-31,Sulawesi Utara,0,0,0,0,1,0,1,0,13892,2641884,190.17,0
401,2020-03-31,Kepulauan Riau,1,0,0,1,5,3,2,0,8202,1929400,235.24,0
402,2020-03-31,Kalimantan Timur,3,1,0,2,16,1,2,13,129067,3552191,27.52,0
403,2020-03-31,DKI Jakarta,44,10,0,34,408,106,78,224,664,10846145,16334.31,1
404,2020-03-31,Bengkulu,1,1,0,0,1,1,1,-1,19919,1999539,100.38,0
405,2020-03-31,Jawa Barat,7,0,3,4,159,30,33,96,35378,45161325,1276.55,0
406,2020-03-31,Daerah Istimewa Yogyakarta,5,0,0,5,11,2,3,6,3133,3631015,1158.9,1
407,2020-03-31,Sumatera Utara,6,2,0,4,13,4,0,9,72981,14874889,203.82,1
408,2020-03-31,Sumatera Selatan,3,0,0,3,5,2,1,2,91592,8217551,89.72,0
409,2020-03-31,Sulawesi Barat,0,0,0,0,1,0,0,1,16787,1559984,92.93,0
410,2020-04-01,Sulawesi Utara,2,0,0,2,3,0,1,2,13892,2641884,190.17,0
411,2020-04-01,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
412,2020-04-01,Sulawesi Selatan,14,0,0,14,65,4,1,60,46717,9426885,201.78,0
413,2020-04-01,Maluku,0,0,1,-1,1,0,1,0,46914,1847097,39.37,0
414,2020-04-01,Jawa Tengah,19,8,16,-5,137,30,37,70,32801,36364072,1108.64,1
415,2020-04-01,Sumatera Utara,2,0,0,2,15,4,0,11,72981,14874889,203.82,0
416,2020-04-01,Riau,0,1,0,-1,4,1,3,0,87024,6074100,69.8,0
417,2020-04-01,Sulawesi Tengah,0,0,0,0,2,0,0,2,61841,2955567,47.79,0
418,2020-04-01,Daerah Istimewa Yogyakarta,6,0,1,5,17,2,4,11,3133,3631015,1158.9,1
419,2020-04-01,Banten,12,1,6,5,91,28,153,-90,9663,10722374,1109.64,0
420,2020-04-01,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,16424,1379767,84.01,0
421,2020-04-01,Kalimantan Barat,1,0,0,1,9,2,5,2,147307,5422814,36.81,0
422,2020-04-01,Sumatera Barat,0,0,0,0,8,0,1,7,42013,5519245,131.37,0
423,2020-04-01,Sulawesi Tenggara,0,0,0,0,3,0,0,3,38068,2635461,69.23,0
424,2020-04-01,Papua,0,0,1,-1,9,1,3,5,319036,4340348,13.6,0
426,2020-04-01,Bengkulu,0,0,0,0,1,1,1,-1,19919,1999539,100.38,0
427,2020-04-01,Kalimantan Selatan,0,0,0,0,7,0,0,7,38744,4023049,103.84,0
428,2020-04-01,DKI Jakarta,59,1,0,58,467,107,78,282,664,10846145,16334.31,1
429,2020-04-01,Nusa Tenggara Barat,2,0,0,2,4,0,0,4,18572,5270247,283.77,1
430,2020-04-01,Kalimantan Utara,0,0,0,0,2,0,0,2,75468,648407,8.59,0
431,2020-04-01,Bali,6,0,1,5,18,2,5,11,5780,4216171,729.43,0
432,2020-04-01,Sulawesi Barat,0,0,0,0,1,0,0,1,16787,1559984,92.93,0
433,2020-04-01,Lampung,0,0,0,0,7,3,0,4,34624,9095591,262.7,0
434,2020-04-01,Kalimantan Tengah,0,0,0,0,7,1,41,-35,153565,2570289,16.74,0
435,2020-04-01,Jawa Barat,20,1,2,17,179,31,35,113,35378,45161325,1276.55,1
436,2020-04-01,Maluku Utara,0,0,0,0,1,0,2,-1,31983,1307803,40.89,0
437,2020-04-01,Kalimantan Timur,1,0,0,1,17,1,2,14,129067,3552191,27.52,0
438,2020-04-01,Kepulauan Riau,0,0,0,0,5,3,2,0,8202,1929400,235.24,0
439,2020-04-01,Sumatera Selatan,0,0,0,0,5,2,1,2,91592,8217551,89.72,0
440,2020-04-01,Jawa Timur,9,4,77,-72,126,47,323,-244,47803,40479023,846.78,1
441,2020-04-01,Jambi,0,0,0,0,2,0,0,2,50058,3493357,69.79,0
442,2020-04-01,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
443,2020-04-02,Papua,0,0,1,-1,9,1,4,4,319036,4340348,13.6,0
444,2020-04-02,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
445,2020-04-02,Bengkulu,0,0,0,0,1,1,1,-1,19919,1999539,100.38,0
446,2020-04-02,Kalimantan Selatan,0,0,0,0,7,0,0,7,38744,4023049,103.84,0
447,2020-04-02,Sumatera Utara,0,0,0,0,15,4,0,11,72981,14874889,203.82,0
448,2020-04-02,Sulawesi Selatan,0,2,4,-6,65,6,5,54,46717,9426885,201.78,0
449,2020-04-02,Maluku Utara,0,0,0,0,1,0,2,-1,31983,1307803,40.89,0
450,2020-04-02,Sumatera Barat,0,0,0,0,8,0,1,7,42013,5519245,131.37,0
451,2020-04-02,Jambi,0,0,0,0,2,0,0,2,50058,3493357,69.79,0
452,2020-04-02,Jawa Tengah,5,2,2,1,142,32,39,71,32801,36364072,1108.64,0
453,2020-04-02,Kalimantan Timur,0,0,0,0,17,1,2,14,129067,3552191,27.52,0
454,2020-04-02,Kalimantan Tengah,0,0,0,0,7,1,41,-35,153565,2570289,16.74,0
455,2020-04-02,DKI Jakarta,70,5,2,63,537,112,80,345,664,10846145,16334.31,1
456,2020-04-02,Sulawesi Tengah,0,1,0,-1,2,1,0,1,61841,2955567,47.79,0
458,2020-04-02,Kalimantan Utara,0,0,0,0,2,0,0,2,75468,648407,8.59,0
459,2020-04-02,Bali,0,0,0,0,18,2,5,11,5780,4216171,729.43,0
460,2020-04-02,Kepulauan Riau,2,1,2,-1,7,4,4,-1,8202,1929400,235.24,0
461,2020-04-02,Jawa Timur,0,12,91,-103,126,59,414,-347,47803,40479023,846.78,0
462,2020-04-02,Sulawesi Tenggara,0,0,0,0,3,0,0,3,38068,2635461,69.23,0
463,2020-04-02,Lampung,0,0,0,0,7,3,0,4,34624,9095591,262.7,0
464,2020-04-02,Sulawesi Utara,0,0,0,0,3,0,1,2,13892,2641884,190.17,0
465,2020-04-02,Kalimantan Barat,0,1,0,-1,9,3,5,1,147307,5422814,36.81,0
466,2020-04-02,Nusa Tenggara Barat,0,0,0,0,4,0,0,4,18572,5270247,283.77,0
467,2020-04-02,Daerah Istimewa Yogyakarta,0,1,0,-1,17,3,4,10,3133,3631015,1158.9,0
468,2020-04-02,Sumatera Selatan,6,0,0,6,11,2,1,8,91592,8217551,89.72,0
469,2020-04-02,Maluku,0,0,0,0,1,0,1,0,46914,1847097,39.37,0
470,2020-04-02,Sulawesi Barat,0,0,0,0,1,0,0,1,16787,1559984,92.93,0
471,2020-04-02,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,16424,1379767,84.01,0
472,2020-04-02,Riau,4,0,0,4,8,1,3,4,87024,6074100,69.8,0
473,2020-04-02,Banten,6,2,1,3,97,30,154,-87,9663,10722374,1109.64,0
474,2020-04-02,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
475,2020-04-02,Jawa Barat,15,5,1,9,194,36,36,122,35378,45161325,1276.55,0
476,2020-04-03,Sulawesi Barat,1,0,0,1,2,0,0,2,16787,1559984,92.93,0
477,2020-04-03,Bengkulu,1,0,0,1,2,1,1,0,19919,1999539,100.38,0
478,2020-04-03,Sumatera Selatan,1,0,0,1,12,2,1,9,91592,8217551,89.72,0
479,2020-04-03,Sumatera Barat,0,0,0,0,8,0,1,7,42013,5519245,131.37,0
480,2020-04-03,Bali,3,0,0,3,21,2,5,14,5780,4216171,729.43,0
481,2020-04-03,Maluku Utara,0,0,0,0,1,0,2,-1,31983,1307803,40.89,0
482,2020-04-03,Kalimantan Utara,6,0,0,6,8,0,0,8,75468,648407,8.59,0
483,2020-04-03,Jawa Barat,2,1,2,-1,196,37,38,121,35378,45161325,1276.55,0
485,2020-04-03,DKI Jakarta,71,6,2,63,608,118,82,408,664,10846145,16334.31,1
486,2020-04-03,Jawa Timur,47,1,7,39,173,60,421,-308,47803,40479023,846.78,0
487,2020-04-03,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
488,2020-04-03,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
489,2020-04-03,Sumatera Utara,0,0,0,0,15,4,0,11,72981,14874889,203.82,0
490,2020-04-03,Maluku,0,0,0,0,1,0,1,0,46914,1847097,39.37,0
491,2020-04-03,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,16424,1379767,84.01,0
492,2020-04-03,Jawa Tengah,19,1,5,13,161,33,44,84,32801,36364072,1108.64,1
493,2020-04-03,Nusa Tenggara Barat,0,0,0,0,4,0,0,4,18572,5270247,283.77,0
494,2020-04-03,Sulawesi Tenggara,2,0,0,2,5,0,0,5,38068,2635461,69.23,0
495,2020-04-03,Jambi,0,0,0,0,2,0,0,2,50058,3493357,69.79,0
496,2020-04-03,Kepulauan Riau,2,0,0,2,9,4,4,1,8202,1929400,235.24,1
497,2020-04-03,Sulawesi Selatan,15,0,0,15,80,6,5,69,46717,9426885,201.78,0
498,2020-04-03,Lampung,3,1,0,2,10,4,0,6,34624,9095591,262.7,0
499,2020-04-03,Banten,4,0,4,0,101,30,158,-87,9663,10722374,1109.64,0
500,2020-04-03,Daerah Istimewa Yogyakarta,0,0,0,0,17,3,4,10,3133,3631015,1158.9,0
501,2020-04-03,Papua,6,1,0,5,15,2,4,9,319036,4340348,13.6,0
502,2020-04-03,Sulawesi Tengah,2,1,0,1,4,2,0,2,61841,2955567,47.79,0
503,2020-04-03,Sulawesi Utara,0,0,0,0,3,0,1,2,13892,2641884,190.17,0
504,2020-04-03,Kalimantan Timur,1,0,0,1,18,1,2,15,129067,3552191,27.52,0
505,2020-04-03,Kalimantan Tengah,2,0,0,2,9,1,41,-33,153565,2570289,16.74,0
506,2020-04-03,Kalimantan Selatan,0,0,0,0,7,0,0,7,38744,4023049,103.84,0
507,2020-04-03,Kalimantan Barat,0,0,0,0,9,3,5,1,147307,5422814,36.81,0
508,2020-04-03,Riau,3,0,0,3,11,1,3,7,87024,6074100,69.8,0
509,2020-04-04,Maluku,0,0,0,0,1,0,1,0,46914,1847097,39.37,0
510,2020-04-04,Maluku Utara,0,0,0,0,1,0,2,-1,31983,1307803,40.89,0
511,2020-04-04,DKI Jakarta,57,8,5,44,665,126,87,452,664,10846145,16334.31,0
512,2020-04-04,Bali,5,0,0,5,26,2,5,19,5780,4216171,729.43,1
513,2020-04-04,Sulawesi Selatan,0,2,5,-7,80,8,10,62,46717,9426885,201.78,0
515,2020-04-04,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
516,2020-04-04,Nusa Tenggara Barat,0,0,0,0,4,0,0,4,18572,5270247,283.77,0
517,2020-04-04,Jawa Timur,5,2,3,0,178,62,424,-308,47803,40479023,846.78,0
518,2020-04-04,Jawa Tengah,15,1,3,11,176,34,47,95,32801,36364072,1108.64,0
519,2020-04-04,Sumatera Utara,3,1,0,2,18,5,0,13,72981,14874889,203.82,0
520,2020-04-04,Kalimantan Utara,0,0,0,0,8,0,0,8,75468,648407,8.59,0
521,2020-04-04,Papua,2,0,1,1,17,2,5,10,319036,4340348,13.6,0
522,2020-04-04,Kepulauan Riau,0,0,0,0,9,4,4,1,8202,1929400,235.24,0
523,2020-04-04,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,16424,1379767,84.01,0
524,2020-04-04,Riau,0,0,1,-1,11,1,4,6,87024,6074100,69.8,0
525,2020-04-04,Banten,3,2,2,-1,104,32,160,-88,9663,10722374,1109.64,0
526,2020-04-04,Kalimantan Barat,0,0,0,0,9,3,5,1,147307,5422814,36.81,0
527,2020-04-04,Jawa Barat,20,4,2,14,216,41,40,135,35378,45161325,1276.55,1
528,2020-04-04,Sumatera Selatan,0,0,1,-1,12,2,2,8,91592,8217551,89.72,0
529,2020-04-04,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
530,2020-04-04,Lampung,0,0,0,0,10,4,0,6,34624,9095591,262.7,0
531,2020-04-04,Bengkulu,0,0,0,0,2,1,1,0,19919,1999539,100.38,0
532,2020-04-04,Sulawesi Tenggara,0,0,1,-1,5,0,1,4,38068,2635461,69.23,0
533,2020-04-04,Kalimantan Tengah,1,0,2,-1,10,1,43,-34,153565,2570289,16.74,0
534,2020-04-04,Sulawesi Tengah,0,0,0,0,4,2,0,2,61841,2955567,47.79,0
535,2020-04-04,Daerah Istimewa Yogyakarta,5,0,0,5,22,3,4,15,3133,3631015,1158.9,0
536,2020-04-04,Sumatera Barat,0,0,0,0,8,0,1,7,42013,5519245,131.37,0
537,2020-04-04,Kalimantan Selatan,0,0,0,0,7,0,0,7,38744,4023049,103.84,0
538,2020-04-04,Kalimantan Timur,2,0,1,1,20,1,3,16,129067,3552191,27.52,1
539,2020-04-04,Sulawesi Barat,0,0,0,0,2,0,0,2,16787,1559984,92.93,0
540,2020-04-04,Jambi,0,0,0,0,2,0,0,2,50058,3493357,69.79,0
541,2020-04-04,Sulawesi Utara,0,1,0,-1,3,1,1,1,13892,2641884,190.17,0
542,2020-04-05,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,16424,1379767,84.01,0
543,2020-04-05,Sumatera Selatan,4,0,0,4,16,2,2,12,91592,8217551,89.72,0
544,2020-04-05,Papua,8,0,0,8,25,2,5,18,319036,4340348,13.6,1
545,2020-04-05,Kalimantan Tengah,0,0,0,0,10,1,43,-34,153565,2570289,16.74,0
546,2020-04-05,Riau,1,1,0,0,12,2,4,6,87024,6074100,69.8,0
548,2020-04-05,Kalimantan Utara,0,0,0,0,8,0,0,8,75468,648407,8.59,0
549,2020-04-05,Kalimantan Selatan,8,1,0,7,15,1,0,14,38744,4023049,103.84,0
550,2020-04-05,Sulawesi Utara,0,0,0,0,3,1,1,1,13892,2641884,190.17,0
551,2020-04-05,Maluku,0,0,0,0,1,0,1,0,46914,1847097,39.37,0
552,2020-04-05,Banten,4,2,4,-2,108,34,164,-90,9663,10722374,1109.64,1
553,2020-04-05,Sulawesi Barat,0,0,0,0,2,0,0,2,16787,1559984,92.93,0
554,2020-04-05,Sumatera Barat,0,0,0,0,8,0,1,7,42013,5519245,131.37,0
555,2020-04-05,Bengkulu,0,0,0,0,2,1,1,0,19919,1999539,100.38,0
556,2020-04-05,Kalimantan Barat,0,0,0,0,9,3,5,1,147307,5422814,36.81,0
557,2020-04-05,Jawa Tengah,3,0,0,3,179,34,47,98,32801,36364072,1108.64,0
558,2020-04-05,Sulawesi Tengah,1,0,0,1,5,2,0,3,61841,2955567,47.79,0
559,2020-04-05,Lampung,0,0,0,0,10,4,0,6,34624,9095591,262.7,0
560,2020-04-05,DKI Jakarta,87,11,2,74,752,137,89,526,664,10846145,16334.31,1
561,2020-04-05,Jambi,0,0,0,0,2,0,0,2,50058,3493357,69.79,0
562,2020-04-05,Bali,5,0,4,1,31,2,9,20,5780,4216171,729.43,1
563,2020-04-05,Sulawesi Selatan,2,2,11,-11,82,10,21,51,46717,9426885,201.78,0
564,2020-04-05,Sumatera Utara,0,0,0,0,18,5,0,13,72981,14874889,203.82,0
565,2020-04-05,Kalimantan Timur,1,0,0,1,21,1,3,17,129067,3552191,27.52,0
566,2020-04-05,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
567,2020-04-05,Daerah Istimewa Yogyakarta,1,0,0,1,23,3,4,16,3133,3631015,1158.9,0
568,2020-04-05,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
569,2020-04-05,Jawa Timur,35,2,8,25,213,64,432,-283,47803,40479023,846.78,1
570,2020-04-05,Maluku Utara,0,0,0,0,1,0,2,-1,31983,1307803,40.89,0
571,2020-04-05,Jawa Barat,6,2,1,3,222,43,41,138,35378,45161325,1276.55,0
572,2020-04-05,Sulawesi Tenggara,0,0,0,0,5,0,1,4,38068,2635461,69.23,0
573,2020-04-05,Nusa Tenggara Barat,0,0,0,0,4,0,0,4,18572,5270247,283.77,0
574,2020-04-05,Kepulauan Riau,1,0,0,1,10,4,4,2,8202,1929400,235.24,0
575,2020-04-06,Sulawesi Tengah,0,0,0,0,5,2,0,3,61841,2955567,47.79,0
576,2020-04-06,Sulawesi Utara,2,0,0,2,5,1,1,3,13892,2641884,190.17,0
577,2020-04-06,Banten,11,2,8,1,119,36,172,-89,9663,10722374,1109.64,1
578,2020-04-06,Jawa Barat,10,3,4,3,232,46,45,141,35378,45161325,1276.55,1
579,2020-04-06,Kalimantan Barat,0,0,0,0,9,3,5,1,147307,5422814,36.81,0
580,2020-04-06,Lampung,1,0,0,1,11,4,0,7,34624,9095591,262.7,0
581,2020-04-06,Daerah Istimewa Yogyakarta,3,0,1,2,26,3,5,18,3133,3631015,1158.9,1
582,2020-04-06,Bali,7,0,0,7,38,2,9,27,5780,4216171,729.43,1
583,2020-04-06,Kepulauan Riau,0,0,0,0,10,4,4,2,8202,1929400,235.24,0
584,2020-04-06,Nusa Tenggara Barat,3,0,0,3,7,0,0,7,18572,5270247,283.77,0
585,2020-04-06,Sulawesi Barat,0,0,0,0,2,0,0,2,16787,1559984,92.93,0
586,2020-04-06,Sumatera Selatan,0,0,0,0,16,2,2,12,91592,8217551,89.72,0
587,2020-04-06,Sumatera Utara,1,0,0,1,19,5,0,14,72981,14874889,203.82,0
588,2020-04-06,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
589,2020-04-06,Kalimantan Utara,7,0,0,7,15,0,0,15,75468,648407,8.59,0
590,2020-04-06,DKI Jakarta,103,7,7,89,855,144,96,615,664,10846145,16334.31,1
591,2020-04-06,Maluku Utara,0,0,0,0,1,0,2,-1,31983,1307803,40.89,0
592,2020-04-06,Papua,0,1,0,-1,25,3,5,17,319036,4340348,13.6,0
593,2020-04-06,Jawa Timur,9,5,11,-7,222,69,443,-290,47803,40479023,846.78,0
594,2020-04-06,Jambi,0,0,0,0,2,0,0,2,50058,3493357,69.79,0
595,2020-04-06,Sulawesi Tenggara,1,0,0,1,6,0,1,5,38068,2635461,69.23,0
596,2020-04-06,Kalimantan Timur,6,0,0,6,27,1,3,23,129067,3552191,27.52,1
597,2020-04-06,Jawa Tengah,19,5,1,13,198,39,48,111,32801,36364072,1108.64,1
598,2020-04-06,Sulawesi Selatan,29,0,0,29,111,10,21,80,46717,9426885,201.78,1
599,2020-04-06,Kalimantan Tengah,9,0,0,9,19,1,43,-25,153565,2570289,16.74,0
600,2020-04-06,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
601,2020-04-06,Bengkulu,0,0,0,0,2,1,1,0,19919,1999539,100.38,0
602,2020-04-06,Riau,1,0,0,1,13,2,4,7,87024,6074100,69.8,1
603,2020-04-06,Kalimantan Selatan,2,0,0,2,17,1,0,16,38744,4023049,103.84,0
605,2020-04-06,Sumatera Barat,10,0,0,10,18,0,1,17,42013,5519245,131.37,0
606,2020-04-06,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,16424,1379767,84.01,0
607,2020-04-06,Maluku,0,0,0,0,1,0,1,0,46914,1847097,39.37,0
608,2020-04-07,Kalimantan Tengah,1,0,2,-1,20,1,45,-26,153565,2570289,16.74,0
609,2020-04-07,Sulawesi Selatan,10,0,2,8,121,10,23,88,46717,9426885,201.78,0
610,2020-04-07,Kalimantan Selatan,0,2,0,-2,17,3,0,14,38744,4023049,103.84,0
611,2020-04-07,Sulawesi Utara,3,1,0,2,8,2,1,5,13892,2641884,190.17,1
612,2020-04-07,Jambi,0,0,0,0,2,0,0,2,50058,3493357,69.79,0
613,2020-04-07,Bengkulu,0,0,0,0,2,1,1,0,19919,1999539,100.38,0
614,2020-04-07,DKI Jakarta,113,14,3,96,968,158,99,711,664,10846145,16334.31,1
615,2020-04-07,Lampung,0,0,0,0,11,4,0,7,34624,9095591,262.7,0
616,2020-04-07,Sumatera Barat,0,0,0,0,18,0,1,17,42013,5519245,131.37,0
617,2020-04-07,Papua Barat,0,0,0,0,2,1,0,1,102955,1140701,11.08,0
618,2020-04-07,Sulawesi Tengah,0,0,2,-2,5,2,2,1,61841,2955567,47.79,0
619,2020-04-07,Kalimantan Timur,0,0,0,0,27,1,3,23,129067,3552191,27.52,0
620,2020-04-07,Sulawesi Barat,0,0,0,0,2,0,0,2,16787,1559984,92.93,0
621,2020-04-07,Aceh,0,0,0,0,5,0,0,5,57956,5247257,90.54,0
622,2020-04-07,Kalimantan Utara,0,0,0,0,15,0,0,15,75468,648407,8.59,0
623,2020-04-07,Papua,0,1,0,-1,25,4,5,16,319036,4340348,13.6,0
624,2020-04-07,Kalimantan Barat,1,0,1,0,10,3,6,1,147307,5422814,36.81,0
